Lot,HWODescription,HWOApprovedAmount,SalesTax,AdminFee,ChargeAmount,Specialties,ISO,Country,Locality,Postcode,Street,Latitude,Longitude,Region
32,"apt # 2a - entire apartment - s/i with new the missing, replace with new the defective window guards and repair & reinstall the defective window guar",179.99,15.97,45,240.96,,EG,Egypt,10th of Ramadan City,44629,Al Moustafa Street,31.315124,30.065067,Al Sharqia Governorate
3,(attic) temporary seal all accessible openings to illegal apt. created in attic. remove all work related debris.,339.35,28.42,50.9,418.67,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,10th of Ramadan City,44629,Masnaa Al Intag Al Harby Street,31.317624,30.054721,Al Sharqia Governorate
56,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,0,0,0,0,"Steam cleaning, Dry cleaning",EG,Egypt,10th of Ramadan City,44629,Shokry Al Qawatli Street,31.313643,30.067883,Al Sharqia Governorate
1,apt.# 18d provide and install / repair window guards throughout apartment. remove all work related debris,21.79,1.93,10.9,34.62,,EG,Egypt,10th of Ramadan City,44629,Al Geish Road,31.212476,29.917033,Al Sharqia Governorate
59,install 15 ballusters between (2nd) and (3rd) floor hall. remove all work related debris.,179.99,15.52,27,222.51,,EG,Egypt,10th of Ramadan City,44629,Al Mouhandes Hussein Ramadan Street,31.215042,29.925053,Al Sharqia Governorate
32,"per demo, provide access and re-seal.",196.39,17.43,78.56,292.38,,EG,Egypt,10th of Ramadan City,44629,Street 50,31.215003,29.940159,Al Sharqia Governorate
58,apt. #2r. at bathroom and kitchen install window guards complete at private hallway and rear room install one way screws and stops. at 2 front rooms,101.39,8.74,15.21,125.34,"Furnace, Boiler, Heat Pump, Pellet/Wood Stove",EG,Egypt,10th of Ramadan City,44634,Al Geish Road,31.21012,29.910343,Al Sharqia Governorate
51,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,,EG,Egypt,10th of Ramadan City,44634,Gamal Abd Al Naser Street,31.214063,29.935894,Al Sharqia Governorate
34,doh clean & dust wipe only: building entrance foyer from street-floor 1st floor public hallway from building entrance foyer-floor stairs from 1st,253.53,22.5,63.38,339.41,,EG,Egypt,Al Helsamiya,44669,Ibn Al Barizy Street,31.214857,29.929045,Al Sharqia Governorate
39,(apt #2l) at front bedroom: install (2) new window guards with stops. at kitchen: remove not approved window guard (window #1) and install (1) new win,20.34,1.7,3.05,25.09,,EG,Egypt,Bahnabai,44819,Al Hekma Street,31.214906,29.96996,Al Sharqia Governorate
60,"apt 7) at kitchen and bedroom install window stops only, and at bathroom install window guard complete",127.82,11.02,19.17,158.01,,EG,Egypt,Cairo,44629,Kolleyet Al Zeraah Street,31.214715,29.979897,Al Sharqia Governorate
72,seal all accessible opening to illegal cellar apartment. remove all work related debris.,0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Ezab Arab al Tahawiya,44888,Street 2,31.215041,29.994921,Al Sharqia Governorate
22,install window guard complete at livingroom.,32.44,2.8,15,50.24,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Izbat al Hakim,44661,14th May Street,31.213463,29.949547,Al Sharqia Governorate
4,(apt #a2) at kitchen: install (1) window stops. at bedroom (3): install (1) window guard and install (1) window stop. at bedroom (2): install (2,24.21,2.03,3.63,29.87,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Izbat Suwaylim,44621,Street 38,31.217268,29.955452,Al Sharqia Governorate
34,"seal all accessible openings throughout vacant building. shut off gas, light and water at basement. remove all work related debris.",0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Kafr Farag Girgis,44692,"Matar Borg Al Arab, Al Mintaqa Al Senaaya Road",30.893835,29.694129,Al Sharqia Governorate
10,apt 2d ) at livingroom and bedroom re-install window guard,22.76,1.96,15,39.72,,EG,Egypt,Kafr Saqr,44689,Madrasa Nasim Street,31.214207,30.034768,Al Sharqia Governorate
77,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,0,0,0,0,,EG,Egypt,Minshat Safwat,44769,Extension Al Shahid Abd Al Moneim Riyad Street,31.21496,30.015053,Al Sharqia Governorate
25,at cellar: **bsmt** at apply oil absorbent to boiler room floor and air freshener. remove all work related debris. non swp. at the time of thi,127.78,11.34,31.95,171.07,Pets in home,EG,Egypt,Minya Al-Qamh,44692,Street 8,31.214991,30.020024,Al Sharqia Governorate
38,apt. #2d) at bathroom properly repair shower body and wash basin faucet.,350.12,31.07,87.53,468.72,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Minya Al-Qamh,44692,Al Salam Mosque Street,31.214966,30.02509,Al Sharqia Governorate
19,doh clean & dust wipe only: rm # 1 apt entrance hallway from 3rd floor public hallway comment: interior door and door casing on wall # 1 are intac,462.19,41.02,115.55,618.76,"Standard cleaning, Deep cleaning, Move out cleaning",EG,Egypt,Minya Al-Qamh,44692,"Aswan, Abou Sambal Road",22.669744,31.484027,Al Sharqia Governorate
1,bldg. ent. install wire glass on right side of door. approx 6''x26'' frosted glass,411.71,34.48,61.76,507.95,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Mit Yazid,44692,"Al Sad Al Aali, Aswan Road",24.034834,32.921226,Al Sharqia Governorate
1,apartment # a41 or # b41 remove flower pot from window sill note. a falling hazard exsist. by the front entrance 5th floor. at the time of this i,48.42,4.3,12.11,64.83,"Installation, Maintenance, Assembly",EG,Egypt,Abu Qir,21913,"Aswan, Al Sad Al Aali Road",24.034981,32.939101,Alexandria Governorate
64,@ apt #2 reinstalled one windowguard in liviningroom with stops and one way screws.,85.53,7.59,34.21,127.33,"Installation, Maintenance, Assembly",EG,Egypt,Abu Qir,21913,"Kima, Al Shalal Road",24.054984,32.919847,Alexandria Governorate
31,"public hall: install stops and screws in public hall, two (2) on 1st story , two (2) on 2nd story, two (2) on 3rd story, two on 4th story, and two (2",48.42,4.18,15,67.6,"Installation, Maintenance, Assembly",EG,Egypt,Abu Qir,21913,"Luxor, Aswan Western Road",24.037062,32.847196,Alexandria Governorate
67,erp doh lead abatement violation: as per rc # and attached scope of work thoroughly remove all lead violations as per new york city health order to a,728.61,64.66,291.44,1084.71,,EG,Egypt,Abu Qir,21913,Aswan Western Agricultural Road,24.668888,32.926026,Alexandria Governorate
31,ignite water heater and restore hot water to apt# 2,0,0,0,0,"Installation, Maintenance, Assembly",EG,Egypt,Alexandria,21524,"Aswan, Abou Sambal Road",23.673699,32.437647,Alexandria Governorate
26,doh clean & dust wipe only: rm # 1 apt ent (bedroom) from public hallway rm # 2 right middle rm (living rm) from apt entrance rm # 3 closet foyer,0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Alexandria,21524,25,24.034742,32.870092,Alexandria Governorate
19,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Alexandria,21554,"Cairo, Aswan Eastern Desert Road",24.669499,32.94741,Alexandria Governorate
1,apt # 5d living room: install 2 window guards complete. bedroom #1 : install 1 window guard complete. bedroom #2 : re install 1 window guard with o,91.67,7.91,15,114.58,"Steam cleaning, Dry cleaning",EG,Egypt,Alexandria,21556,Gammal Abd Al Naser Street,31.310637,30.351131,Alexandria Governorate
23,"cracked radiator at public hall, 1st story (potential scalding) remove all work related debris",24.21,2.03,3.63,29.87,"Steam cleaning, Dry cleaning",EG,Egypt,Alexandria,21561,"Side Cairo, Alexandria Desert Road",30.653639,30.097545,Alexandria Governorate
27,apartment #4r snake out and clear bathroom shower drain to stack.,60.7,5.24,15,80.94,,EG,Egypt,Alexandria,21561,Gesr Al Bahr Street,31.214571,30.520735,Alexandria Governorate
56,"apt #2) at living room : install (2) window guards, and at kitchen install (1) window guard. ''remove all work related debris''.",134.71,11.28,20.21,166.2,,EG,Egypt,Alexandria,21918,"Housh Eissa, Al Dalangat Road",30.888831,30.281284,Alexandria Governorate
19,"doh clean dws only: 1.livingroom - floor, sill, & well. 2.bathroom foyer- floor",283.46,24.45,42.52,350.43,"Steam cleaning, Dry cleaning",EG,Egypt,Alexandria,21918,Street 2,31.31499,30.294989,Alexandria Governorate
77,at kitchen: install (1) set of stops. at livingroom: re-install (1) window guard and (1) set of stops. at bedroom #1: re-install (1) window guard an,162.2,13.58,24.33,200.11,"Steam cleaning, Dry cleaning",EG,Egypt,Alexandria,21922,Al Bahr Street,30.890329,30.655252,Alexandria Governorate
47,"apt 5g ) at livingroom re-install window guard and stops, at bedroom install window guard and stops, at bathroom re-install window guard , at kitc",115.49,9.96,17.32,142.77,,EG,Egypt,Alexandria,26215,Al Sayed Shokr Street,30.889971,30.664948,Alexandria Governorate
41,provide access for asbestos investigation.,72.63,6.26,15,93.89,Medical facility,EG,Egypt,Alexandria,26215,Gammal Abd Al Naser Street,30.889968,30.660013,Alexandria Governorate
32,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,0,0,0,0,Medical facility,EG,Egypt,Dauwar Masri,23719,Al Masraf Al Khairy Street,31.31497,30.370008,Alexandria Governorate
13,apt#2f:three w/gs were installed:one in the kitchen; one in the bedroom and another one in the bathroom. remove all work related debris. note:,152.76,13.56,38.19,204.51,Medical facility,EG,Egypt,Ezab Nubar,21947,Madrab Al Arz Street,31.316971,30.379468,Alexandria Governorate
25,(apt. #1) in the entire apartment: the nuisance consisting of scalding hot water (160 degrees). properly adjust (lower) the hot water mixing valve,24.21,2.15,3.63,29.99,,EG,Egypt,Izbat al Shaykh al Maraghi,21945,International Coastal Road,31.311637,30.278086,Alexandria Governorate
26,temporarily seal illegal units.,132.15,11.4,19.82,163.37,,EG,Egypt,Izbat al Shaykh al Maraghi,21945,"Side Cairo, Alexandria Desert Road",30.513375,30.239408,Alexandria Governorate
13,re install w/gs at the following location for apt e5 at bedroom reinstall (2) w/gs stops and oneway screws at bathroom reinstall (1) w/g with stops,83.39,7.4,20.85,111.64,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Izbat al Shaykh al Maraghi,21947,Saad Zaghloul Street,29.374798,31.198859,Alexandria Governorate
47,l/l-1 ( clean only ) thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted in the scope of work pursuan,145.09,12.15,21.76,179,,EG,Egypt,Abu Simbel,81525,"Korimat, Zaafarana Road",29.09986,31.428073,Assouan
13,"public area: at public hall 4th, 5th, and 6th story: install (1 each sty) stop and screws. ''remove all work related debris''.",50.5,4.36,15,69.86,,EG,Egypt,Aswan,81514,Cairo Asyout Desert Road,29.615005,31.410278,Assouan
1,"apt #c4) at living room and kitchen : install (2 each rooms) window guards, and at bathroom install (1) window guard. ''remove all work related debris''",208.2,17.44,31.23,256.87,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Aswan,81514,Riyad Street,29.095018,31.100137,Assouan
5,apt #42) at apt entrance door: install (1) mortise lock with hardware. ''remove all work related debris''.,48.42,4.06,7.26,59.74,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Aswan,81515,Masraf Ashmant Road,29.095013,31.109978,Assouan
58,"apt.#f10 ,at entrance door , replace entrance door lock. tenant home all day. at the time of this invitation to bid, it is not anticipated that th",0,0,0,0,,EG,Egypt,Aswan,81531,Ring Road,29.094124,31.104822,Assouan
84,"public area : at entire building : seal all accessible opening to illegal apartment created in attic, and seal entrance door and (1) window that leads",48.42,4.06,7.26,59.74,,EG,Egypt,Naj al Hawsh,81638,Ring Road,29.094707,31.09511,Assouan
75,"free standing radiator at public hall, 1st & 3rd story remove all work related debris",96.84,8.11,14.53,119.48,"Steam cleaning, Dry cleaning",EG,Egypt,Sahara City,81545,Gammal Abd Al Naser Street,29.094318,30.955382,Assouan
80,apt 3f >>>>>>>>>>>>>>>>>>>>>>>>> at ne4 room replace the defective angle air valve and properly install to prevent leak at its connection. also prope,72.79,6.46,36.4,115.65,"Steam cleaning, Dry cleaning",EG,Egypt,Shash Village,81531,Madrasa Abou Zid Al Abtda'yh Street,29.095095,30.96487,Assouan
14,"public area: at public hall 1st story: properly secure loosed wood stair tread, wood tread 1st up from bottom. ''remove all work related debris''.",38.98,3.26,5.85,48.09,,EG,Egypt,�������,81638,Masr W Al Sudan Street,29.09495,30.940299,Assouan
1,apt. #4j) at kitchen repair window guard stops and screws.,74.25,6.4,15,95.65,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Al Busayli,22748,Masraf Gawhar Street,29.094642,30.945626,Beheira Governorate
18,(public area) install 2 balusters at stairs landing to 3rd floor.,131.34,11,19.7,162.04,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Al Nubaria,22773,Sherif Basha Road,29.095732,31.128979,Beheira Governorate
19,"remove free standing radiator from p/h between 1st fl to 2nd fl at intermidate landing. at the time of this invitation to bid, it is not anticipated",125.37,11.13,31.34,167.84,"Repairs, Installation, Maintenance",EG,Egypt,Al-Mahmudiya,22718,"Ra's Ghareb, Al Sheikh Fadl Road",28.279317,31.911039,Beheira Governorate
75,"apt c16) at living room install window guard, and re-install window guard and stops. at kitchen re-install window guard and stops, and at bedroom re",150.46,12.98,22.57,186.01,"Repairs, Installation, Maintenance, Painting",EG,Egypt,Hawsh Isa,22728,Teraa Sharhy Street,29.094221,30.950511,Beheira Governorate
57,apt 5: provide and install 2 window guards,0,0,0,0,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Idku,22748,Teraa Al Bohiah Al Bahareya Street,30.889508,31.485192,Beheira Governorate
14,apt # 4c install / repair window guards throughout entire apt remove all work related debris,0,0,0,0,"Repairs, Installation, Assembly, Cleaning",EG,Egypt,Itay el-Barud,22951,Al Mansoura Street,31.214788,31.64524,Beheira Governorate
64,apt # 15 kitchen:reinstall 1 window guard with one way screws and stops. living room:reinstall 1 window guard with one way screws and stops. bedroom,48.42,4.18,15,67.6,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Itay el-Barud,22951,Al Bahr Al Gadid Street,31.215,31.345082,Beheira Governorate
41,doh clean and dust-wipe only: front middle room ( bed room ) from 1st floor public ahllway- floor and adjacent sample as per hpd's lead abatem,206.87,18.36,82.75,307.98,,EG,Egypt,Itay el-Barud,22951,Al Teraa Street,31.214993,31.349954,Beheira Governorate
8,"apartment #1c: install window guard complete at livingroom, bedroom #1, bedroom #2, bathroom, kitchen.",128.06,11.05,19.21,158.32,"Driveway or garage, Building siding, Deck, patio, or porch, Sidewalk",EG,Egypt,Izbat al Muhit,22748,Awlad Omar Street,31.215021,31.354981,Beheira Governorate
168,apartment #4h: install stops in livingroom & kitchen windows.,65.18,5.62,15,85.8,"Steam cleaning, Dry cleaning",EG,Egypt,Izbat al Muhit,22748,Street 60,31.21504,31.360024,Beheira Governorate
9,apartment #1: replace shut off valve under wash basin.,153,13.2,22.95,189.15,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Izbat Kawm al Kalakh,22748,Street 7,31.215001,31.370001,Beheira Governorate
59,apt 3c: temporary seal up of accessible openings.,24.21,2.15,9.68,36.04,"Drywall, Brick, concrete, or stone, Plaster, Wood",EG,Egypt,Wadi el Natroun,22856,Al Zouhera Street,30.890266,31.450045,Beheira Governorate
99,apartment #5i install window guard complete in bedroom.,96.84,8.35,15,120.19,,EG,Egypt,Atf Ifwah,62951,Abd Al Moneim Riyad Street,30.889441,31.469853,Beni Suef Governorate
60,p/h 1st to 2nd fl: install 1 window guard and stops. p/h 2nd to 3rd fl: install 1 window guard and stops.,96.51,8.32,15,119.83,"Standard cleaning, Deep cleaning, Move out cleaning",EG,Egypt,Beni Suef,11511,Street 3,30.889989,31.465007,Beni Suef Governorate
82,replace one (1) missing baluster at second (2nd) floor landing public area.,77.3,6.67,15,98.97,"Removal of unwanted items, Moving preparation",EG,Egypt,Beni Suef,12959,"Damietta, Sahrbin Road",31.215069,31.569939,Beni Suef Governorate
10,"replace with new the missing eight wood balusters from 2nd story to 3rd story at public hall, 2nd story",76.24,6.77,38.12,121.13,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Beni Suef,62514,Kafr Al Myasarh Road,31.214701,31.635828,Beni Suef Governorate
67,(local law# 1 - clean only). thoroughly re-clean the following areas as per new york city administrative code ï¿½27-2506.11 and as noted in the scope of,81.11,7.2,32.44,120.75,"Standard cleaning, Move out cleaning",EG,Egypt,Beni Suef,62515,"Aga, Al Senbilawin Road",30.889865,31.43995,Beni Suef Governorate
10,"at apt # 2i at entire apt , bleed 4 steam radiators and replace defective air valves to restore heat to apt. at the time of this invitation to bid,",0,0,0,0,Office,EG,Egypt,Beni Suef,62515,Al Shahid Rashad Abou Taha Street,31.320666,31.79193,Beni Suef Governorate
12,apt.# 1r provide and install / repair window guards throughout apartment. remove all work related debris.,24.21,2.15,12.11,38.47,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Beni Suef,62747,Moustawdaa Asal Street,31.314831,31.764802,Beni Suef Governorate
14,reconnect radiator to line at livingroom in apt . no-2e ''remove all work related debris''. non s.w.p. contractor must sign and return bid.,32.44,2.88,4.87,40.19,,EG,Egypt,Ihnasya al Madinah,62631,"Al Gamalia, Damietta Road",31.316218,31.808365,Beni Suef Governorate
65,apt #g) at apt entrance door : replace with new a right handed mortise lock set.''remove all work related debris''.,80.86,6.77,12.13,99.76,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Ihnasya al Madinah,62631,Al Cornish Street,31.315665,31.699414,Beni Suef Governorate
65,at apt. # 1s non - swp adjust hot water temperture to legal limit.,121.05,10.74,18.16,149.95,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Ihnasya al Madinah,62631,"Damietta, Al Mansoura Agricultural Road",31.314956,31.710094,Beni Suef Governorate
73,seal all accessible openings to the illegal apt created at basement,181.58,16.12,72.63,270.33,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Ihnasya al Madinah,62631,Street 4,31.315289,31.715066,Beni Suef Governorate
41,"remove all obstruction and repair all defects in bathtub in the bathroom, the accumulation of water house drain clogged.",50.96,4.52,12.74,68.22,,EG,Egypt,Nazlet Abu Silim,62515,Al Madares Street,31.314977,31.674895,Beni Suef Governorate
49,local law #1 violation : as per and attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11,0,0,0,0,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Ras Gharib,84715,Al Markz Street,29.373828,30.691163,Beni Suef Governorate
34,at apt # 1e: room # 1; re-install (1) window guard and install (2) window stop room # 3; -install ( 1) window guard kitchen; -install (1) window g,129.92,11.53,32.48,173.93,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Sharahi,62631,"Cairo, Al Fayoum Desert Road",29.374748,30.867125,Beni Suef Governorate
59,apt. #3) at kitchen provide (1) 4.4 cubic ft. refridgerator for special needs tenant.,259.63,22.39,38.94,320.96,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Al Hasayina,35651,Asad Allah Street,30.299746,31.755107,Dakahlia Governorate
18,"remove hook and eye at vestibule door , 1st story.total doors= (1) remove all work related debris.",24.21,0,0,24.21,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove",EG,Egypt,Az Zarqa,34724,Belbes - 10th of Ramadan Road,30.297967,31.677971,Dakahlia Governorate
42,remove kickstand stopper at building entrnace door at public hall 1st story also remove kickstand stopper at vestibule door at public hall 1st story,15.98,1.42,7.99,25.39,,EG,Egypt,Bilqas,35631,Mohamed Hafez Street,30.299745,31.744319,Dakahlia Governorate
60,"as per the requirement contract with hpd, provide and install 4 window guards and repair 0 window guards throughout entire apartment 2f. remove all w",20.34,1.81,10.17,32.32,,EG,Egypt,Bilqas,35631,Omar Ibn Abd Al Aziz Street,30.299877,31.740031,Dakahlia Governorate
40,"apt 2r...............cap uncapped gas line at kitchen. at the time of this invitation to bid, it is not anticipated that this work will disturb more",20.34,1.81,10.17,32.32,,EG,Egypt,Bilqas,35631,Omar Ibn Al Khatab Street,30.300369,31.729908,Dakahlia Governorate
49,"p/h/s, 1st to 2nd fl- install missing balusters. ground fl to 1st fl- install 8 missing balusters",32.44,2.8,15,50.24,,EG,Egypt,Bilqas,35631,Othman Ibn Affan Street,30.29766,31.697372,Dakahlia Governorate
65,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,287.72,25.54,143.86,457.12,,EG,Egypt,Bilqas,35631,Masr Al Nour Road,30.297831,31.685978,Dakahlia Governorate
78,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,403.87,34.83,60.58,499.28,,EG,Egypt,El Senbellawein City,35651,Omar Ibn Al Khatab Street,30.299382,31.725197,Dakahlia Governorate
41,window guard replacement/repair: as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24,3.87,0.34,1.94,6.15,,EG,Egypt,Izbat Abu Laban,35651,Teraa Al Saeidia,30.649906,31.754377,Dakahlia Governorate
60,(apt # 1) at bedroom: install (3) window guard complete.,151.82,12.71,22.77,187.3,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Izbat Abu Laban,35651,"Banayous, Al Zagazig Road",30.649948,31.479953,Dakahlia Governorate
51,vacate enforcement and seal: erp provided and installed a slidebolt and padlock at front door,173.02,15.36,86.51,274.89,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Izbat Hasan Kasibah,35661,"Cairo, Ismailia Desert Road",30.297127,31.801965,Dakahlia Governorate
24,(apt. #4a) at kitchen reinstall 1 existing window guard and install window stops. remove all work related debris.,32.44,2.88,8.11,43.43,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Mit al Khawli Abd Allah,34724,"Cairo, Al Ismaeileya Agricultural Road",30.509987,31.714681,Dakahlia Governorate
32,apt#2: provide and install / repair window guards throughout apartment. remove all work related debris.,12.1,1.07,6.05,19.22,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Noub,35651,Al Sheikh Abou Hammad Street,30.509689,31.660398,Dakahlia Governorate
17,apartment #d5: install (2) stops at bedroom. install (2) stops at bedroom. install (2) stops at kitchen. install (2) stops at diningroom. install,96.84,8.35,15,120.19,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Al Atawi,34612,"Cairo, Belbes Desert Road",30.30214,31.487925,Damietta Governorate
61,"apt 4c) at boiler room, adjust scalding hot water to proper temperature",145.26,12.53,21.79,179.58,,EG,Egypt,Al Roda,34612,Wabour Al Nour Street,30.511435,31.335199,Damietta Governorate
13,doh clean & dust wipe only: rm # 1 apartment entrance from building entrance foyer.,89.16,7.69,15,111.85,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Damietta,34612,Al Markz Street,30.891351,31.653937,Damietta Governorate
11,at apartment # 8. repair total (4) window guards as follows: bedroom # 1 repair (1n0) kitchen,4.84,0.43,2.42,7.69,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Kafr al Arab,34611,Regional Ring Road,30.64968,31.456509,Damietta Governorate
25,apt#3d: replace defective mortise lock cylinder at apartment entrance door. note: (tenant cannot remove the keys after opening the door,24.21,2.15,9.68,36.04,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Kafr al Arab,34611,Al Masna' Street,30.509931,31.340162,Damietta Governorate
21,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,976.91,86.7,390.76,1454.37,,EG,Egypt,Kafr al Arab,34611,Al Mokhtar Street,30.510073,31.345017,Damietta Governorate
67,at apt 5a repair 3 window guards with one ways screws and stops in kitchen and living rm.,43.55,3.65,6.53,53.73,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Kafr al Arab,34716,Al Rashah Street,30.509987,31.350015,Damietta Governorate
10,"remove device preventing door from being self-closing kick stand installed at vestibule at public hall, 1st story",32.44,2.88,16.22,51.54,,EG,Egypt,Abu Ksah,63611,Al Zagazig Al Gadida Street,30.510158,31.355128,Faiyum Governorate
2,l/l-1 ( clean only ) thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted in the scope of work pursuan,149.77,12.54,22.47,184.78,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Ezbet Muhammad Gad,63748,Abou Qir Street,31.314857,30.060508,Faiyum Governorate
15,(apt. #6c) reinstall (1) window guard at livingroom. remove all work related debris.,145.58,12.56,21.84,179.98,Driveway,EG,Egypt,10th of Ramadan City,44629,Al Moustafa Street,31.315124,30.065067,Al Sharqia Governorate
7502,apt.#3b provide and install / repair window guards throughout apartment. remove all work related debris.,3.87,0.34,1.94,6.15,,EG,Egypt,10th of Ramadan City,44629,Masnaa Al Intag Al Harby Street,31.317624,30.054721,Al Sharqia Governorate
3,apt 5e) at boiler room adjust (1) hot water to proper temperature water. ''remove all work related debris''.,625.52,53.95,75,754.47,"Patio or porch, Driveway, Foundation, Sidewalk, Floor, Wall, Stairs",EG,Egypt,10th of Ramadan City,44629,Shokry Al Qawatli Street,31.313643,30.067883,Al Sharqia Governorate
1,apt 3c: door with lock preventing entrance to fire escape window in the 1st room from north.,0,0,0,0,"Patio or porch, Driveway, Sidewalk, Stairs",EG,Egypt,10th of Ramadan City,44629,Al Geish Road,31.212476,29.917033,Al Sharqia Governorate
108,apt #1) at bathroom face basin: clear all obstruction and stoppage. ''remove all work related debris''.,0,0,0,0,"Laminate, Luxury vinyl flooring, Engineered hardwood, Solid wood",EG,Egypt,10th of Ramadan City,44629,Al Mouhandes Hussein Ramadan Street,31.215042,29.925053,Al Sharqia Governorate
8,(public area) remove loose disconnected radoatpr at 3rd floor public hall.. remove all work related debris.,36.31,3.04,5.45,44.8,"Ceramic, Porcelain, Natural Stone, Mosaic",EG,Egypt,10th of Ramadan City,44629,Street 50,31.215003,29.940159,Al Sharqia Governorate
64,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,,EG,Egypt,10th of Ramadan City,44629,Al Geish Road,31.21012,29.910343,Al Sharqia Governorate
86,(apt #3fl) reinstall (6) window guards. (2) in kitchen and (4) in bedroom. install (2) window guards complete. (1) in bathroom and (1) in bedroom.,220.88,18.5,33.13,272.51,"Repairs, Installation, Maintenance",EG,Egypt,10th of Ramadan City,44634,Gamal Abd Al Naser Street,31.214063,29.935894,Al Sharqia Governorate
172,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,497.63,41.68,74.64,613.95,,EG,Egypt,10th of Ramadan City,44634,Ibn Al Barizy Street,31.214857,29.929045,Al Sharqia Governorate
34,local law #1 violation : as per rc # and attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-20,0,0,0,0,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Al Helsamiya,44669,Al Hekma Street,31.214906,29.96996,Al Sharqia Governorate
